FIELD_ID,FIELD_NAME,ALTERNATE_NAME,LONG_DESCRIPTION,FIELD_LENGTH,FIELD_TYPE,MASK,USER_SYSTEM_ATTRIBUTES,FIELD_VALUES,DATA_TYPE,LEVEL,FIELD_VALUES_ID
4564,Investment Property: Refinance term,refi_term_i1,"Mortgage term for the refinance loan of the investment property. Determined from grant/warranty deed information recorded or other legal documents filed at the county recorder's office in the county where the property is located. Values in months. 0001-0999, 0000=Unknown.",4,AN,9999,,,Known/Observed,LUID,
4540,Investment Property: Secondary number (e.g. apt #),scdy_numb_i1,(i1) Secondary number (e.g. apt #) - Investment property,8,char,,,,Known/Observed,LUID,
4541,Investment Property: Secondary unit designator,scdy_desg_i1,(i1) Secondary designator - for the investment property,6,char,,,"APT=Apartment,BACK=Back,BLDG=Building,BOX=Box,BSMT=Basement,DEPT=Department,FL=Floor,FRNT=Front,HNGR=Hangar,LBBY=Lobby,LOT=Lot,LOWR=Lower,LVL=Level,MSC=Unknown,MT=Mount,OFC=Office,PH=Penthouse,PIER=Pier,PO BOX=Post Office Box,POBO=PoBox,REAR=Rear,RM=Room,SIDE=Side,SLIP=Slip,SPC=Space,SPUR=Spur,STE=Suite,TRLR=Trailer,UNIT=Unit,UPPR=Upper,",Known/Observed,LUID,a4ff2fe9-f14d-4bca-b449-18b092594850
10121,Investment Property: State Abbreviation,state_abbr_i1,State abbreviation at the location of the investment property,2,char,,,"AK=Alaska,AL=Alabama,AR=Arkansas,AZ=Arizona,blank=Blank,CA=California,CO=Colorado,CT=Connecticut,DC=District of Columbia,DE=Delaware,FL=Florida,GA=Georgia,HI=Hawaii,IA=Iowa,ID=Idaho,IL=Illinois,IN=Indiana,KS=Kansas,KY=Kentucky,LA=Louisiana,MA=Massachusetts,MD=Maryland,ME=Maine,MI=Michigan,MN=Minnesota,MO=Missouri,MS=Mississippi,MT=Montana,NC=North Carolina,ND=North Dakota,NE=Nebraska,NH=New Hampshire,NJ=New Jersey,NM=New Mexico,NV=Nevada,NY=New York,OH=Ohio,OK=Oklahoma,OR=Oregon,PA=Pennsylvania,RI=Rhode Island,SC=South Carolina,SD=South Dakota,TN=Tennessee,TX=Texas,UT=Utah,VA=Virginia,VT=Vermont,WA=Washington,WI=Wisconsin,WV=West Virginia,WY=Wyoming,",Declared,LUID,559db488-e182-4fb3-b5e0-692d16a92cf9
4534,Investment Property: State Code,state_i1,(i1) State Code - for the investment property,2,AN,99,,"00=Unknown,01=Alabama,02=Alaska,04=Arizona,05=Arkansas,06=California,08=Colorado,09=Connecticut,10=Delaware,11=District of Columbia,12=Florida,13=Georgia,15=Hawaii,16=Idaho,17=Illinois,18=Indiana,19=Iowa,20=Kansas,21=Kentucky,22=Louisiana,23=Maine,24=Maryland,25=Massachusetts,26=Michigan,27=Minnesota,28=Mississippi,29=Missouri,30=Montana,31=Nebraska,32=Nevada,33=New Hampshire,34=New Jersey,35=New Mexico,36=New York,37=North Carolina,38=North Dakota,39=Ohio,40=Oklahoma,41=Oregon,42=Pennsylvania,44=Rhode Island,45=South Carolina,46=South Dakota,47=Tennessee,48=Texas,49=Utah,50=Vermont,51=Virginia,53=Washington,54=West Virginia,55=Wisconsin,56=Wyoming,",Known/Observed,LUID,060c1e1f-ce0f-4c55-ad72-125576932af1
4537,Investment Property: Street name,strt_name_i1,(i1) Street name - for the investment property,28,char,,,,Known/Observed,LUID,
4539,Investment Property: Street post-directional,strt_post_i1,(i1) Street post-directional - for the investment property,2,char,,,"blank=Blank,E=East,N=North,NE=Northeast,NW=Northwest,S=South,SE=Southeast,SW=Southwest,W=West,",Known/Observed,LUID,6d9fd963-8b60-4992-94c2-171a6d2b28cd
4536,Investment Property: Street pre-directional,strt_pred_i1,(i1) Street pre-directional - for the investment property,2,char,,,"blank=Blank,E=East,N=North,NE=Northeast,NW=Northwest,S=South,SE=Southeast,SW=Southwest,W=West,",Known/Observed,LUID,6d9fd963-8b60-4992-94c2-171a6d2b28cd
4538,Investment Property: Street suffix,strt_sufx_i1,(i1) Street suffix - for the investment property,4,char,,,"ALY=Alley,ANX=Annex,ARC=Arcade,AVE=Avenue,BCH=Beach,BG=Burg,BLF=Bluff,BLFS=Bluffs,BLVD=Boulevard,BND=Bend,BR=Branch,BRG=Bridge,BRK=Brook,BRKS=Brooks,BTM=Bottom,BYP=Bypass,BYU=Bayoo,CIR=Circle,CIRS=Circles,CLB=Club,CLF=Cliff,CLFS=Cliffs,CMN=Common,CMNS=Commons,COR=Corner,CORS=Corners,CP=Camp,CPE=Cape,CRES=Crescent,CRK=Creek,CRSE=Course,CRST=Crest,CSWY=Causeway,CT=Court,CTR=Center,CTRS=Centers,CTS=Courts,CURV=Curve,CV=Cove,CVS=Coves,CYN=Canyon,DL=Dale,DM=Dam,DR=Drive,DRS=Drives,DV=Divide,EST=Estate,ESTS=Estates,EXPY=Expressway,EXT=Extension,EXTS=Extensions,FALL=Fall,FLD=Field,FLDS=Fields,FLS=Falls,FLT=Flat,FLTS=Flats,FRD=Ford,FRG=Forge,FRK=Fork,FRKS=Forks,FRST=Forest,FRY=Ferry,FT=Fort,FWY=Freeway,GDN=Garden,GDNS=Gardens,GLN=Glen,GLNS=Glens,GRN=Green,GRNS=Greens,GRV=Grove,GRVS=Groves,GTWY=Gateway,HBR=Harbor,HBRS=Harbors,HL=Hill,HLS=Hills,HOLW=Hollow,HTS=Heights,HVN=Haven,HWY=Highway,INLT=Inlet,IS=Island,ISLE=Isle,ISS=Islands,JCT=Junction,KNL=Knoll,KNLS=Knolls,KY=Key,KYS=Keys,LAND=Land,LCK=Lock,LCKS=Locks,LDG=Lodge,LF=Loaf,LGT=Light,LGTS=Lights,LK=Lake,LKS=Lakes,LN=ane,LNDG=Landing,LOOP=Loop,MALL=Mall,MDW=Meadow,MDWS=Meadows,MEWS=Mews,ML=Mill,MLS=Mills,MNR=Manor,MNRS=Manors,MNT=Mount,MSN=Mission,MTN=Mountain,MTNS=Mountains,MTWY=Motorway,NCK=Neck,OPAS=Overpass,ORCH=Orchard,OVAL=Oval,PARK=Park,PASS=Pass,PATH=Path,PIKE=Pike,PKWY=Parkway,PL=Place,PLN=Plain,PLNS=Plains,PLZ=Plaza,PNE=Pine,PNES=Pines,PR=Prairie,PRT=Port,PRTS=Ports,PSGE=Passage,PT=Point,PTS=Points,RADL=Radial,RAMP=Ramp,RD=oad,RDG=Ridge,RDGS=Ridges,RDS=Roads,RIV=River,RNCH=Ranch,ROW=Row,RPD=Rapid,RPDS=Rapids,RST=Rest,RTE=Route,RUE=Rue,RUN=Run,SHL=Shoal,SHLS=Shoals,SHR=Shore,SHRS=Shores,SKWY=Skyway,SMT=Summit,SPG=Spring,SPGS=Springs,SPU=Spur,SQ=Square,SQS=Squares,ST=Street,STA=Station,STRA=Stravenue,STRM=Stream,STS=Streets,TER=Terrace,TPKE=Turnpike,TRAK=Track,TRCE=Trace,TRFY=Trafficway,TRL=Trail,TRLR=Trailer,TRWY=Throughway,TUNL=Tunnel,UN=Union,UPAS=Underpass,VIA=Viaduct,VIS=Vista,VL=Ville,VLG=Village,VLGS=Villages,VLY=Valley,VW=View,VWS=Views,WALK=Walk,WALL=Wall,WAY=Way,WAYS=Ways,WL=Well,WLS=Wells,XING=Crossing,XRD=Crossroad,XRDS=Crossroads,",Known/Observed,LUID,b4d12bc0-45c2-4060-b088-2d53a133a5b7
4543,Investment Property: Type of investment,invs_type_i1,Investment property type for the property transfer or mortgage transaction recorded for the investment.,1,char,,,"blank=No Known Investment Type,I=Investment,P=Private Party Lender,S=Seller Carry Back,T=Timeshare,",Known/Observed,LUID,a69ca1d4-2140-4657-b1c3-a6b5193931e9
4547,Investment Property: Type of Purchase,prch_type_i1,"The type of purchase for the investment property. Based on county tax assessor records, indicates if a residence is new construction or previously owned.",1,char,,,"blank=Null,N=New ,R=Resale,",Known/Observed,LUID,ab33a7bd-6ae1-4f5d-92aa-5fa0894ebdaf
4533,Investment Property: ZIP Code,recd_zipc_i1,(i1) ZIP Code - for the investment property,5,char,,,,Known/Observed,LUID,
19395,TrueTouch Eng: Email,TT_email_model_HH,Predicts the likelihood the consumer household engages with brands via the email channel or is receptive to brand messages delivered in the email channel,1,AN,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,",Modeled,LUID,2fe1302a-90b1-449e-a890-2f06e1a6849a
23916,True Touch: Savvy researchers,TTResearchers_hh,These consumers like to compare prices across different sites before purchasing and typically read online reviews and consumer reports,1,AN,9,,"0=Unknown,1=Extremely Likely,2=Highly likely,3=Very likely,4=Somewhat Likely,5=Likely,6=Somewhat unlikely,7=Very unlikely,8=highly unlikely,9=Extremely Unlikely,",Modeled,LUID,948084c6-0490-400a-8d6a-0e1546057a4e
23925,TrueTouch: Organic and natural,TTEnvironmental_hh,"These consumers buy natural and organic products, often preferring to put natural things in their homes and bodies.",1,AN,9,,"0=Unknown,1=Extremely Likely,2=Highly likely,3=Very likely,4=Somewhat Likely,5=Likely,6=Somewhat unlikely,7=Very unlikely,8=highly unlikely,9=Extremely Unlikely,",Modeled,LUID,948084c6-0490-400a-8d6a-0e1546057a4e
23934,TrueTouch: Brand loyalists,TTBrandLoyal_hh,These consumers are willing to pay more for proven and reputable brands,1,AN,9,,"0=Unknown,1=Extremely Likely,2=Highly likely,3=Very likely,4=Somewhat Likely,5=Likely,6=Somewhat unlikely,7=Very unlikely,8=highly unlikely,9=Extremely Unlikely,",Modeled,LUID,948084c6-0490-400a-8d6a-0e1546057a4e
23943,TrueTouch: Trendsetters,TTFashionForward_hh,These consumers are trend setters and early adopters of new products.,1,AN,9,,"0=Unknown,1=Extremely Likely,2=Highly likely,3=Very likely,4=Somewhat Likely,5=Likely,6=Somewhat unlikely,7=Very unlikely,8=highly unlikely,9=Extremely Unlikely,",Modeled,LUID,948084c6-0490-400a-8d6a-0e1546057a4e
23952,TrueTouch: Deal seekers,TTDealSeekers_hh,Price is more important to these consumers than brand name,1,AN,9,,"0=Unknown,1=Extremely Likely,2=Highly likely,3=Very likely,4=Somewhat Likely,5=Likely,6=Somewhat unlikely,7=Very unlikely,8=highly unlikely,9=Extremely Unlikely,",Modeled,LUID,948084c6-0490-400a-8d6a-0e1546057a4e
23961,TrueTouch: Recreational shoppers,TTRecShopper_hh,These are your store browsers who find joy and relaxation in looking for new and interesting offers,1,AN,9,,"0=Unknown,1=Extremely Likely,2=Highly likely,3=Very likely,4=Somewhat Likely,5=Likely,6=Somewhat unlikely,7=Very unlikely,8=highly unlikely,9=Extremely Unlikely,",Modeled,LUID,948084c6-0490-400a-8d6a-0e1546057a4e
23970,TrueTouch: Quality matters,TTHighQualitySeeker_hh,"Quality matters for these consumers and they are willing to pay more for fresh ingredients, durable materials and quality craftsmanship",1,AN,9,,"0=Unknown,1=Extremely Likely,2=Highly likely,3=Very likely,4=Somewhat Likely,5=Likely,6=Somewhat unlikely,7=Very unlikely,8=highly unlikely,9=Extremely Unlikely,",Modeled,LUID,948084c6-0490-400a-8d6a-0e1546057a4e
23979,TrueTouch: In the moment shoppers,TTImpulseBuyer_hh,"These spenders find it difficult to say 'no' to things that catch their eyes.  They recognize they are ""spenders"" rather than ""savers"" and appreciate a convenient purchase opportunity.  Top of mind = In the cart.",1,AN,9,,"0=Unknown,1=Extremely Likely,2=Highly likely,3=Very likely,4=Somewhat Likely,5=Likely,6=Somewhat unlikely,7=Very unlikely,8=highly unlikely,9=Extremely Unlikely,",Modeled,LUID,948084c6-0490-400a-8d6a-0e1546057a4e
23988,TrueTouch: Mainstream adopters,TTSocialApproval_hh,"Trendy by association, these consumers enjoy following the latest trends set by innovators.  They appreciate understanding what the trendsetters are buying these days.",1,AN,9,,"0=Unknown,1=Extremely Likely,2=Highly likely,3=Very likely,4=Somewhat Likely,5=Likely,6=Somewhat unlikely,7=Very unlikely,8=highly unlikely,9=Extremely Unlikely,",Modeled,LUID,948084c6-0490-400a-8d6a-0e1546057a4e
23997,TrueTouch: Novelty seekers,TTNoveltySeeker_hh,These consumers dislike the same ol' and prefer to try new brands or new options.  Variety is the spice of life.,1,AN,9,,"0=Unknown,1=Extremely Likely,2=Highly likely,3=Very likely,4=Somewhat Likely,5=Likely,6=Somewhat unlikely,7=Very unlikely,8=highly unlikely,9=Extremely Unlikely,",Modeled,LUID,948084c6-0490-400a-8d6a-0e1546057a4e
24739,TrueTouch Eng:  Broadcast Cable TV,TT_BroadcastCableTV_HH,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but a consumers most receptive communication channel.  This attribute is based on consumers reporting their preference to learn about brands through this channel.",1,char,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,Blank=Not Scored,",Modeled,LUID,abb9b687-3fbe-4693-ab1b-1eb9931742f1
24749,TrueTouch Eng: Digital Display,TT_DigitalDisplay_HH,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but a consumers most receptive communication channel.  This attribute is based on consumers reporting their preference to learn about brands through this channel.",1,char,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,Blank=Not Scored,",Modeled,LUID,abb9b687-3fbe-4693-ab1b-1eb9931742f1
24759,TrueTouch Eng: Direct Mail,TT_DirectMail_HH,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but a consumers most receptive communication channel.  This attribute is based on consumers reporting their preference to learn about brands through this channel.",1,char,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,Blank=Not Scored,",Modeled,LUID,abb9b687-3fbe-4693-ab1b-1eb9931742f1
24769,TrueTouch Eng: Digital Newspaper,TT_DigitalNewspaper_HH,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but a consumers most receptive communication channel.  This attribute is based on consumers reporting their preference to learn about brands through this channel.",1,char,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,Blank=Not Scored,",Modeled,LUID,abb9b687-3fbe-4693-ab1b-1eb9931742f1
24779,TrueTouch Eng: Digital Video,TT_DigitalVideo_HH,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but a consumers most receptive communication channel.  This attribute is based on consumers reporting their preference to learn about brands through this channel.",1,char,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,Blank=Not Scored,",Modeled,LUID,abb9b687-3fbe-4693-ab1b-1eb9931742f1
24789,TrueTouch Eng: Radio,TT_Radio_HH,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but a consumers most receptive communication channel.  This attribute is based on consumers reporting their preference to learn about brands through this channel.",1,char,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,Blank=Not Scored,",Modeled,LUID,abb9b687-3fbe-4693-ab1b-1eb9931742f1
24799,TrueTouch Eng: Streaming TV,TT_StreamingTV_HH,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but a consumers most receptive communication channel.  This attribute is based on consumers reporting their preference to learn about brands through this channel.",1,char,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,Blank=Not Scored,",Modeled,LUID,abb9b687-3fbe-4693-ab1b-1eb9931742f1
24809,TrueTouch Eng: Traditional Newspaper,TT_TraditionalNewspaper_HH,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but a consumers most receptive communication channel.  This attribute is based on consumers reporting their preference to learn about brands through this channel.",1,char,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,Blank=Not Scored,",Modeled,LUID,abb9b687-3fbe-4693-ab1b-1eb9931742f1
24819,TrueTouch Eng: Mobile SMS MMS,TT_MobileSMS_HH,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but a consumers most receptive communication channel.  This attribute is based on consumers reporting their preference to learn about brands through this channel.",1,char,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,Blank=Not Scored,",Modeled,LUID,abb9b687-3fbe-4693-ab1b-1eb9931742f1
24829,TT Conv:  Online Deal Voucher,TT_OnlineDealCVoucher_HH,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but also the preferred communication and conversion channels.  This TrueTouch Conversion Channel attribute predicts a person's likelihood to make purchases via Online Deal Vouchers like Groupon or LivingSocial.",1,char,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,",Modeled,LUID,2fe1302a-90b1-449e-a890-2f06e1a6849a
24839,TT Conv: Discount Supercenters,TT_DiscountSupercenter_HH,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but also the preferred communication and conversion channels. This TrueTouch Conversion Channel attribute predicts a person's likelihood to make purchases at online discount superstores.",1,char,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,",Modeled,LUID,2fe1302a-90b1-449e-a890-2f06e1a6849a
24849,TT Conv: EBid Sites,TT_EbidSites_HH,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but also the preferred communication and conversion channels.  This TrueTouch Conversion Channel attribute predicts a person's likelihood to make purchases on Ebid sites like eBay and other marketplaces where bidding or negotiating pricing is typical.",1,char,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,",Modeled,LUID,2fe1302a-90b1-449e-a890-2f06e1a6849a
24859,TT Conv: Etail only,TT_EtailOnly_HH,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but also the preferred communication and conversion channels.  This TrueTouch Conversion Channel attribute predicts a person's likelihood to make purchases on Etail only sites such as Zappos.com or Etsy.com.",1,char,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,",Modeled,LUID,2fe1302a-90b1-449e-a890-2f06e1a6849a
24869,TT Conv: Mid-High End Store,TT_MidHighEndStore_HH,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but also the preferred communication and conversion channels. This TrueTouch Conversion Channel attribute predicts a person's likelihood to make online purchases that are considered mid- to high-end at retailers like Macy's, Neiman Marcus and Nordstrom.",1,char,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,",Modeled,LUID,2fe1302a-90b1-449e-a890-2f06e1a6849a
24879,TT Conv: Specialty Dept Store,TT_SpecialtyDeptStore_HH,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but also the preferred communication and conversion channels. This TrueTouch Conversion Channel attribute predicts a person's likelihood to make online purchases at specialty department stores such as Home Depot (Paint and Plumbing departments) or Bed Bath & Beyond (Bedding and Décor departments).",1,char,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,",Modeled,LUID,2fe1302a-90b1-449e-a890-2f06e1a6849a
24889,TT Conv: Wholesale,TT_Wholesale_HH,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but also the preferred communication and conversion channels. This TrueTouch Conversion Channel attribute predicts a person's likelihood to make online purchases at wholesale stores like Costo, Sams and Overstock.com.",1,char,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,",Modeled,LUID,2fe1302a-90b1-449e-a890-2f06e1a6849a
24899,TT Conv: Specialty or Boutique,TTSpecialty_Boutique_HH,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but also the preferred communication and conversion channels. This TrueTouch Conversion Channel attribute predicts a person's likelihood to make online purchases at specialty stores and boutiques such as Victoria's Secret, Pottery Barn, J. Crew and more.",1,char,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,",Modeled,LUID,2fe1302a-90b1-449e-a890-2f06e1a6849a
5561,TrueTouch: Time of Day model,TOD_model,"Time of Day model
Morning (8:00-12:00 am, M-F)
Afternoon (12:00-5:00 pm, M-F)
Evening (5:00-9:00 pm, M-F)
Evening/Weekend (5:00-9:00 pm M-F, 8:00 am-9:00 pm weekend)",2,char,,,"0=Unknown,A1=Morn Extrmly Likely,A2=Morn Very Likely,A3=Morn Likely,A4=Morn Highly Unlikely,B1=Afternoon Extrmly Likely,B2=Afternoon Very Likely,B3=Afternoon Likely,B4=Afternoon Highly Unlikely,C1=Eve Extrmly Likely,C2=Eve Very Likely,C3=Eve Likely,C4=Eve Highly Unlikely,D1=Eve/WE Extrmly Likely,D2=Eve/WE Very Likely,D3=Eve/WE Likely,D4=Eve/WE Highly Unlikely,E1=Morn and Afternoon Extrmly Likely,E2=Morn and Afternoon Very Likely,E3=Morn and Afternoon Likely,E4=Morn and Afternoon Highly Unlkly,F1=Morn and Eve Extrmly Likely,F2=Morn and Eve Very Likely,F3=Morn and Eve Likely,F4=Morn and Eve Highly Unlkly,G1=Afternoon and Eve Extrmly Likely,G2=Afternoon and Eve Very Likely,G3=Afternoon and Eve Likely,G4=Afternoon and Eve Highly Unlkly,H1=Morn and Eve/WE Extrmly Likely,H2=Morn and Eve/WE Very Likely,H3=Morn and Eve/WE Likely,H4=Morn and Eve/WE Highly Unlkly,I1=Aftrnn and Eve/WE Extrmly Likely,I2=Afternoon and Eve/WE Very Likely,I3=Afternoon and Eve/WE Likely,I4=Aftrnn and Eve/WE Highly Unlkly,J1=Eve and Eve/WE Extrmly Likely,J2=Eve and Eve/WE Very Likely,J3=Eve and Eve/WE Likely,J4=Eve and Eve/WE Highly Unlkly,K1=Morn Afternoon and Eve/WE Extrmly,K2=Morn Aftrnn and Eve/WE Very Lkly,K3=Morn Afternoon and Eve/WE Likely,K4=Mrn Aftrn Eve/WE Hghly Unlkly,L1=Mon Eve and Eve/WE Extrmly Lkly,L2=Morn Eve and Eve/WE Very Likely,L3=Morn Eve and Eve/WE Likely,L4=Morn Eve and Eve/WE Hghly Unlkly,M1=Aftrn Eve Eve/WE Extrmly Lkly,M2=Aftrn Eve and Eve/WE Very Likely,M3=Aftrnoon Eve and Eve/WE Likely,M4=Aftrn Eve Eve/WE Hghly Unlkly,N1=Morn Aftrn and Eve Extrmly Lkly,N2=Morn Aftrnooand Eve Very Lkly,N3=Morn Aftrnoon and Eve Likely,N4=Morn Aftrn and Eve Highly Unlkly,O1=Mrn Aftrn Ev Ev/WE ExtrmlyLkly,O2=Mrn Aftrn Ev and Ev/WE Very Lkly,O3=Morn Aftrn Eve and Eve/WE Likely,O4=Mrn Aftrn Ev Ev/WE HghlyUnlkly,O5=MrnAftrnEv Ev/WE ExtrmlyUnlkly,U0=Unknown,",Modeled,LUID,136f35ad-aeb2-4bf4-9a48-c7f250ee3d3d
14682,Act/Int: Amusement Park Visitors,Act_Int_Amusement_Park_Visitors,"Indicates households likelihood to include amusement park visitors. Based on the statistical analysis of consumers that have reported to visit amusement parks at least once per year. Ranked 1-99, 1=highest likelihood. Tier 1 (01-09) Top RankedTier 2 (10-19)Tier 3 (20-29)Tier 4 (30-39)Tier 5 (40-49)Tier 6 (50-59)Tier 7 (60-69)Tier 8 (70-79)Tier 9 (80-89)Tier10 (90-99) Bottom Ranked",2,AN,99,,,Modeled,PixelV5,
16379,Act/Int: Arts and Crafts,Act_Int_Arts_and_Crafts,"Indicates households likelihood to enjoy arts and crafts. Based on the statistical analysis of consumers that have reported to participate in needlework, quilting, painting, drawing or sculpting. Values 1-99, 1=highest likelihood.",2,AN,99,,,Modeled,PixelV5,
14813,Act/Int: Attend/Order Educational Programs,Act_Int_Attend_Order_Educational_Programs,"Indicates households likelihood to include education program attendees. Based on the statistical analysis of consumers that have reported to attend education programs. Values 1-99, 1=highest likelihood.  Values 01-09, Top Ranked Values 10-19 Values 20-29 Values 30-39 Values 40-49 Values 50-59Values 60-69 Values 70-79 Values 80-89 Values 90-99, Bottom RankedValues 00, Unknown",2,AN,99,,,Modeled,PixelV5,
16390,Act/Int: Avid Runners,Act_Int_Avid_Runners,"Indicates households likelihood to include avid runners. Based on the statistical analysis of consumers that have reported to enjoy running or jogging on a frequent basis. Values 1-99, 1=highest likelihood.   Values 01-09, Top Ranked Values 10-19 Values 20-29 Values 30-39 Values 40-49 Values 50-59Values 60-69 Values 70-79 Values 80-89 Values 90-99, Bottom RankedValues 00, Unknown",2,AN,99,,,Modeled,PixelV5,
16394,Act/Int: Boating,Act_Int_Boating,"Indicates households likelihood to enjoy boating. Based on the statistical analysis of consumers that have reported to participate in power or sail boating on a frequent basis. Values 1-99, 1=highest likelihood.   Values 01-09, Top Ranked Values 10-19 Values 20-29 Values 30-39 Values 40-49 Values 50-59Values 60-69 Values 70-79 Values 80-89 Values 90-99, Bottom RankedValues 00, Unknown",2,AN,99,,,Modeled,PixelV5,
16384,Act/Int: Book Reader,Act_Int_Book_Reader,"Indicates households likelihood to include avid book readers. Based on the statistical analysis of consumers that have reported to read books on a regular basis.  Values 1-99, 1=highest likelihood.   Values 01-09, Top Ranked Values 10-19 Values 20-29 Values 30-39 Values 40-49 Values 50-59Values 60-69 Values 70-79 Values 80-89 Values 90-99, Bottom RankedValues 00, Unknown",2,AN,99,,,Modeled,PixelV5,
14827,Act/Int: Canoeing/Kayaking,Act_Int_Canoeing_Kayaking,"Indicates households likelihood to enjoy canoeing or kayaking. Based on the statistical analysis of consumers that have reported to enjoy canoeing or kayaking. Values 1-99, 1=highest likelihood.  Values 01-09, Top Ranked Values 10-19 Values 20-29 Values 30-39 Values 40-49 Values 50-59Values 60-69 Values 70-79 Values 80-89 Values 90-99, Bottom RankedValues 00, Unknown",2,AN,99,,,Modeled,PixelV5,
